,CASE_NUMBER,HREF,YEAR,DATE,TIME,COUNTRY,AREA,LOCATION,SPECIES,PROVOCATION,ACTIVITY,SEX,AGE,FATAL_YN,BODY_AREA_ATTACKED,TYPE_OF_INJURY
5528,1884.12.13,http://sharkattackfile.net/spreadsheets/pdf_directory/1884.12.13-Browne.pdf,1884,13-Dec-1884,NOT AVAILABLE,AUSTRALIA,South Australia,Port Phillip,14' shark,Sea Disaster,yachting accident,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5529,1884.12.08.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1884.12.08.R-France.pdf,1884,Reported 08-Dec-1884,night,FRANCE,Côte d'Azur,Between Nice & Villefranche,10' shark,Provoked,not available,F,NOT AVAILABLE,Y,lower limbs,severed body part
5530,1884.08.28.R.,http://sharkattackfile.net/spreadsheets/pdf_directory/1884.08.28.R-EdwardMonroe.pdf,1884,Reported 28-Aug-1884,NOT AVAILABLE,USA,New Jersey,"Bayonne, Hudson County",NOT AVAILABLE,Unprovoked,boating,M,NOT AVAILABLE,N,upper limbs,bite
5531,1884.08.18,http://sharkattackfile.net/spreadsheets/pdf_directory/1884.08.18-Rylor.pdf,1884,18-Aug-1884,NOT AVAILABLE,USA,New York,Jamaica Bay,7' shark,Invalid,clamming,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
5532,1884.01.16,http://sharkattackfile.net/spreadsheets/pdf_directory/1884.01.16-Meyer.pdf,1884,16-Jan-1884,NOT AVAILABLE,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth",NOT AVAILABLE,Unprovoked,swimming,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5533,1884.01.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1884.01.14-Warren.pdf,1884,14-Jan-1884,NOT AVAILABLE,AUSTRALIA,South Australia,"Port Pirie, Spencer Gulf, 230 km north of Adelaide",Said to involve 2 sharks,Unprovoked,sea disaster,F,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5534,1883.12.19,http://sharkattackfile.net/spreadsheets/pdf_directory/1883.12.19-Lysaght.pdf,1883,19-Dec-1883,late morning,AUSTRALIA,New South Wales,Parramatta River,NOT AVAILABLE,Unprovoked,swimming,M,18-24,Y,NOT AVAILABLE,NOT AVAILABLE
5535,1883.09.14.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1883.09.14.R-Owen-the-Bushranger.pdf,1883,Reported 14-Sep-1883 (probably happened Ca. 1843/1844),NOT AVAILABLE,AUSTRALIA,Tasmania,Between Port Arthur Penal Colony & Forestier Peninsula,NOT AVAILABLE,Unprovoked,swimming / escaping imprisonment,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5536,1883.07.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1883.07.05-Savannah.pdf,1883,05-Jul-1883,NOT AVAILABLE,GEORGIA,NOT AVAILABLE,"Savannah River, Chatham County",7' shark,Provoked,fishing,M,NOT AVAILABLE,N,lower limbs,NOT AVAILABLE
5537,1883.02.26.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1883.02.26.R-PearlDiver.pdf,1883,Reported 26-Feb-1883,NOT AVAILABLE,AUSTRALIA,Northern Territory,the pearling beds,NOT AVAILABLE,Unprovoked,diving,M,NOT AVAILABLE,N,upper limbs,severed body part
5538,1883.02.25.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1883.02.25.R-Pearl-Diver.pdf,1883,Reported 25-Feb-1883,NOT AVAILABLE,AUSTRALIA,Northern Territory,the pearling beds,NOT AVAILABLE,Unprovoked,diving,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5539,1883.01.21,http://sharkattackfile.net/spreadsheets/pdf_directory/1883.01.21-Eaton.pdf,1883,21-Jan-1883,early morning,AUSTRALIA,New South Wales,"Iron Cove, Sydney",NOT AVAILABLE,Unprovoked,bathing,M,35-44,Y,NOT AVAILABLE,NOT AVAILABLE
5540,1883.00.00.d,http://sharkattackfile.net/spreadsheets/pdf_directory/1883.00.00.d-cook.pdf,1883,1883,NOT AVAILABLE,PACIFIC OCEAN,NOT AVAILABLE,NOT AVAILABLE,14' shark,Unprovoked,fishing,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5541,1883.00.00.c,http://sharkattackfile.net/spreadsheets/pdf_directory/1883.00.00.c-CaptainsBoy.pdf,1883,Summer of 1883,NOT AVAILABLE,USA,Florida,"Fort Pickens, Escambia County",NOT AVAILABLE,Unprovoked,sea disaster,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5542,1883.00.00.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1883.00.00.b-BullsBay.pdf,1883,1883,NOT AVAILABLE,USA,South Carolina,"Bull’s Bay, near Charleston",NOT AVAILABLE,Invalid,not available,M,NOT AVAILABLE,Y,upper limbs,severed body part
5543,1883.00.00.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1883.00.00.a-aeronaut.pdf,1883,1883,NOT AVAILABLE,USA,South Carolina,NOT AVAILABLE,a school of sharks,Unprovoked,not available,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5544,1882.12.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1882.12.03-Hill.pdf,1882,03-Dec-1882,NOT AVAILABLE,NEW ZEALAND,South Island,New Brighton,4' to 5' shark,Provoked,restraining a beached shark,M,NOT AVAILABLE,N,upper limbs,NOT AVAILABLE
5545,1882.11.12.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1882.11.12.b-Evans.pdf,1882,12-Nov-1882,morning,NEW ZEALAND,North Island,"Tararu, Thames",NOT AVAILABLE,Unprovoked,bathing,M,NOT AVAILABLE,N,lower limbs,bite
5546,1882.11.12.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1882.11.12.a-Connerly.pdf,1882,12-Nov-1882,morning,NEW ZEALAND,North Island,"Tararu, Thames",NOT AVAILABLE,Unprovoked,bathing,M,NOT AVAILABLE,N,lower limbs,lacerations
5547,1882.09.00,http://sharkattackfile.net/spreadsheets/pdf_directory/1882.09.00-JapaneseFisherman.pdf,1882,Sep-1882,NOT AVAILABLE,JAPAN,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,sea disaster,M,NOT AVAILABLE,N,lower limbs,lacerations
5548,1882.05.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1882.05.14-Clare.pdf,1882,14-May-1882,afternoon,AUSTRALIA,New South Wales,Millers Point,NOT AVAILABLE,Unprovoked,sea disaster,M,NOT AVAILABLE,N,lower limbs,lacerations
5549,1882.05.12.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1882.05.12.R-MalayDiver.pdf,1882,Reported 12-May-1882,NOT AVAILABLE,AUSTRALIA,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,diving for fish/pearls,M,NOT AVAILABLE,Y,abdomen,bite
5550,1882.04.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1882.04.15-fisherman.pdf,1882,15-Apr-1882,NOT AVAILABLE,AUSTRALIA,New South Wales,Lake Macquarie,NOT AVAILABLE,Unprovoked,fishing,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5551,1882.02.07.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1882.02.07.R-PearlDiver.pdf,1882,Reported  07-Feb-1882,NOT AVAILABLE,AUSTRALIA,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,diving for fish/pearls,M,NOT AVAILABLE,Y,lower limbs,bite
5552,1882.01.23.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1882.01.23.R-Sinclair.pdf,1882,Reported 23-Jan-1882,NOT AVAILABLE,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",NOT AVAILABLE,Unprovoked,bathing,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5553,1882.00.00.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1882.00.00.b-Clark.pdf,1882,1882,NOT AVAILABLE,USA,Florida,"In the bay near the naval yard at Pensacola, Escambia County",NOT AVAILABLE,Unprovoked,"during ""an exhibition"" he was tied in sack & thrown overboard",M,NOT AVAILABLE,N,head or neck,no injury
5554,1882.00.00.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1882.00.00.a-Maryborough.pdf,1882,1882,NOT AVAILABLE,AUSTRALIA,Queensland,Maryborough,NOT AVAILABLE,Unprovoked,not available,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
5556,1881.10.16,http://sharkattackfile.net/spreadsheets/pdf_directory/1881.10.16-McDonald.pdf,1881,16-Oct-1881,NOT AVAILABLE,USA,Florida,"Pensacola Bay, Escambia County",NOT AVAILABLE,Invalid,bathing,M,18-24,Y,NOT AVAILABLE,NOT AVAILABLE
5558,1881.08.16.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1881.08.16.R-Sedgwick.pdf,1881,Reported 16-Aug-1881,NOT AVAILABLE,NOT AVAILABLE,Western Banks,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,sea disaster,M,18-24,Y,NOT AVAILABLE,NOT AVAILABLE
5559,1881.08.12,http://sharkattackfile.net/spreadsheets/pdf_directory/1881.08.12-Lowney.pdf,1881,12-Aug-1881,NOT AVAILABLE,USA,Rhode Island,Providence,NOT AVAILABLE,Unprovoked,swimming,M,NOT AVAILABLE,N,no injury,no injury
5560,1881.06.25,http://sharkattackfile.net/spreadsheets/pdf_directory/1881.06.25-FatherHudson.pdf,1881,25-Jut-1881,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Santa Cruz,NOT AVAILABLE,Unprovoked,bathing,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
5561,1881.06.13,http://sharkattackfile.net/spreadsheets/pdf_directory/1881.06.13-Smith.pdf,1881,13-Jun-1881,NOT AVAILABLE,USA,Alabama,Mobile Bay,NOT AVAILABLE,Unprovoked,sea disaster,M,18-24,Y,NOT AVAILABLE,NOT AVAILABLE
5562,1881.00.00.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1881.00.00.b-India.pdf,1881,1881,NOT AVAILABLE,INDIA,NOT AVAILABLE,"At Panihattu, Barrackpore, Dackhineshwar, Barahonagore, Kashipur & Chitpur down to Baug Bazar ghats",NOT AVAILABLE,Unprovoked,not available,NOT AVAILABLE,NOT AVAILABLE,Y,NOT AVAILABLE,bite
5563,1881.00.00.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1881.00.00.a-Italy.pdf,1881,Ca. 1881,NOT AVAILABLE,ITALY,Sicily,Stretto di Messina,White sharks,Boating,fishing on a boat,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
5564,1880.11.25,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.11.25-AlexeyDrury.pdf,1880,25-Nov-1880,afternoon,AUSTRALIA,Queensland,"Petrie Bight, Brisbane River",Bull shark,Unprovoked,swimming,M,12-17,Y,lower limbs,bite
5565,1880.10.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.10.10-Lamont-Young-Party.pdf,1880,10-Oct-1880,NOT AVAILABLE,AUSTRALIA,New South Wales,Bermagui,NOT AVAILABLE,Sea Disaster,traveling by boat,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5566,1880.08.08,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.08.08-Farejallah.pdf,1880,08-Aug-1880,late morning,MOZAMBIQUE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,swimming to retrieve a flannel,M,NOT AVAILABLE,Y,lower limbs,severed body part
5567,1880.07.25,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.07.25-Robertson.pdf,1880,25-Jul-1880,afternoon,USA,New York,The Narrows,10' shark,Boating,sailing,M,NOT AVAILABLE,N,no injury,bite
5568,1880.05.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.05.15-Haboo.pdf,1880,15-May-1880,late morning,INDIA,West Bengal,Ganges River,NOT AVAILABLE,Unprovoked,not available,M,18-24,N,lower limbs,severed body part
5569,1880.05.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.05.14-Widow.pdf,1880,14-May-1880,NOT AVAILABLE,INDIA,West Bengal,Hoogly River,NOT AVAILABLE,Unprovoked,bathing in river,F,55-64,N,lower limbs,lacerations
5570,1880.05.07.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.05.07.R-AHC.pdf,1880,Reported 07-May-1880,NOT AVAILABLE,MEXICO,Guerro,Acapulco,NOT AVAILABLE,Invalid,not available,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5571,1880.05.02.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.05.02.b-Sasti.pdf,1880,02-May-1880,late morning,INDIA,West Bengal,(Calcutta?),NOT AVAILABLE,Unprovoked,bathing in river,M,NOT AVAILABLE,Y,upper limbs,bite
5572,1880.05.02.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.05.02.a-N.pdf,1880,02-May-1880,morning,INDIA,West Bengal,"Panihati, 4 miles south of Barrackpore on the Hoogly River",NOT AVAILABLE,Unprovoked,bathing,M,under 12,Y,lower limbs,severed body part
5573,1880.01.22,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.01.22-ChowderBayBoat.pdf,1880,22-Jan-1880,afternoon,AUSTRALIA,New South Wales,"Chowder Bay, Sydney",12' shark,Boating,fishing,NOT AVAILABLE,NOT AVAILABLE,N,no injury,no injury
5574,1880.01.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.01.03-Bonnell.pdf,1880,03-Jan-1880,NOT AVAILABLE,AUSTRALIA,New South Wales,Cooranbong,NOT AVAILABLE,Unprovoked,bathing,F,12-17,N,lower limbs,lacerations
5575,1880.00.00.e,http://sharkattackfile.net/spreadsheets/pdf_directory/1898.00.00.R-Syria.pdf,1880,1880?,NOT AVAILABLE,SYRIA,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Invalid,diving for fish/pearls,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5576,1880.00.00.d,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.00.00.d-OldCuba.pdf,1880,Ca. 1880,NOT AVAILABLE,USA,Florida,"Hutchinson Island, Martin County",NOT AVAILABLE,Invalid,not available,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5577,1880.00.00.c,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.00.00.c-Guadalcanal.pdf,1880,Ca. 1880,NOT AVAILABLE,SOLOMON ISLANDS,Guadalcanal Province,Guadalcanal,NOT AVAILABLE,Unprovoked,not available,M,NOT AVAILABLE,N,lower limbs,severed body part
5578,1880.00.00.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1880.00.00.a-CampbellsPoint.pdf,1880,1880,NOT AVAILABLE,NEW ZEALAND,South Island,Campbell’s Point,NOT AVAILABLE,Unprovoked,not available,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
5579,1879.12.24,http://sharkattackfile.net/spreadsheets/pdf_directory/1879.12.24-Kenney.pdf,1879,24-Dec-1879,NOT AVAILABLE,INDIA,Andaman Islands,Port Blair,3 sharks,Unprovoked,swimming,M,18-24,Y,NOT AVAILABLE,NOT AVAILABLE
5580,1879.11.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1879.11.10-Goddard.pdf,1879,10-Nov-1879,NOT AVAILABLE,AUSTRALIA,New South Wales,Clarence Heads,NOT AVAILABLE,Unprovoked,swimming,M,NOT AVAILABLE,N,lower limbs,bite
5581,1879.09.22,http://sharkattackfile.net/spreadsheets/pdf_directory/1879.09.22-Castellon-de-la-Plana.pdf,1879,22-Sep-1879,NOT AVAILABLE,SPAIN,Valencia,Castellon de la Plana,2.5 m shark,Provoked,fishing,NOT AVAILABLE,NOT AVAILABLE,N,NOT AVAILABLE,bite
5582,1879.08.30.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1879.08.30.R-Totoya.pdf,1879,Reported 30-Aug-1879,NOT AVAILABLE,FIJI,Lau Group,Totoya,NOT AVAILABLE,Sea Disaster,not available,M,NOT AVAILABLE,N,lower limbs,bite
5583,1879.07.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1879.07.03-JohnFry.pdf,1879,3-Jul-1879,NOT AVAILABLE,USA,California,"Los Angeles, Los Angeles County",NOT AVAILABLE,Unprovoked,bathing,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
5584,1879.03.19,http://sharkattackfile.net/spreadsheets/pdf_directory/1879.03.19-O'Neill.pdf,1879,19-Mar-1879,NOT AVAILABLE,NEW ZEALAND,North Island,Napier,NOT AVAILABLE,Unprovoked,standing,M,18-24,Y,NOT AVAILABLE,NOT AVAILABLE
5585,1879.03.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1879.03.10-Bonnie-Dundee.pdf,1879,10-Mar-1879,NOT AVAILABLE,AUSTRALIA,New South Wales,Near Sydney,NOT AVAILABLE,Invalid,the steamship bonnie dundee lost in collision,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5586,1879.00.00,http://sharkattackfile.net/spreadsheets/pdf_directory/1879.00.00-Ericsson.pdf,1879,1879,NOT AVAILABLE,USA,Mississippi,River mouth,Tiger shark,Unprovoked,sea disaster,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5587,1878.11.17,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.11.17-Meares.pdf,1878,17-Nov-1878,NOT AVAILABLE,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor",a small shark,Unprovoked,bathing,M,NOT AVAILABLE,N,lower limbs,lacerations
5588,1878.10.24.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.10.24.R-Owen.pdf,1878,Reported 24-Oct-1878,NOT AVAILABLE,INDONESIA,East Java,Probolinggo,15' shark,Unprovoked,swimming,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5589,1878.10.13,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.10.13-Sherrington.pdf,1878,13-Oct-1878,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,jumped overboard after murdering 2 shipmates,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5590,1878.09.14.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.09.14.R-Pattison.pdf,1878,Reported 14-Sep-1878,NOT AVAILABLE,USA,Connecticut,"Branford, New Haven County",NOT AVAILABLE,Provoked,fishing,M,NOT AVAILABLE,N,lower limbs,bite
5591,1878.09.02.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.09.02.b-Amerique-boy.pdf,1878,02-Sep-1878,NOT AVAILABLE,SOUTH ATLANTIC OCEAN,Off the coast of West Africa,NOT AVAILABLE,NOT AVAILABLE,Sea Disaster,sea disaster,M,NOT AVAILABLE,N,lower limbs,bite
5592,1878.09.02.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.09.02.a-Amerique.pdf,1878,02-Sep-1878,NOT AVAILABLE,SOUTH ATLANTIC OCEAN,Off the coast of West Africa,NOT AVAILABLE,NOT AVAILABLE,Sea Disaster,sea disaster,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5593,1878.08.09,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.08.09-Cole.pdf,1878,09-Aug-1878,afternoon,USA,New York,East River,8' shark,Unprovoked,swimming,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5594,1878.08.08,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.08.08-Gates.pdf,1878,08-Aug-1878,afternoon,USA,New York,Brooklyn,NOT AVAILABLE,Unprovoked,swimming,M,12-17,Y,NOT AVAILABLE,NOT AVAILABLE
5595,1878.06.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.06.10-Philippines.pdf,1878,10-Jun-78,NOT AVAILABLE,PHILIPPINES,Misamis Oriental,Cagayan de Oro,NOT AVAILABLE,Unprovoked,not available,F,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5596,1878.03.30.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.03.30.R-NewGuinea.pdf,1878,Reported 30-March-1878,NOT AVAILABLE,NEW GUINEA,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,not available,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
5597,1878.02.13,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.02.13-Kafir.pdf,1878,13-Feb-1878,NOT AVAILABLE,SOUTH AFRICA,Western Cape Province,Olifantbos Point,NOT AVAILABLE,Sea Disaster,wreck of the union steamship company 982 ton iron steamer kafir,M,NOT AVAILABLE,Y,abdomen,NOT AVAILABLE
5598,1878.00.00,http://sharkattackfile.net/spreadsheets/pdf_directory/1878.00.00-Balmain.pdf,1878,1878,NOT AVAILABLE,AUSTRALIA,New South Wales,"Balmain, Sydney (Estuary)",NOT AVAILABLE,Unprovoked,bathing in 2 feet of water,M,under 12,Y,lower limbs,severed body part
5599,1877.12.15.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.12.15.R-Fiji.pdf,1877,Reported 15-Dec-1877,NOT AVAILABLE,FIJI,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Sea Disaster,not available,NOT AVAILABLE,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5600,1877.12.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.12.15-Burless.pdf,1877,15-Dec-1877,NOT AVAILABLE,AUSTRALIA,New South Wales,"Peacock Point, Balmain, Sydney",NOT AVAILABLE,Unprovoked,bathing,M,under 12,N,lower limbs,bite
5601,1877.12.12,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.12.12-MaryEady.pdf,1877,12-Dec-1877,NOT AVAILABLE,AUSTRALIA,New South Wales,Near Sydney,NOT AVAILABLE,Unprovoked,washed overboard from the barque mary eady,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5602,1877.09.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.09.15-Coulthard.pdf,1877,15-Sep-1877,afternoon,AUSTRALIA,New South Wales,Port Jackson,13' shark,Unprovoked,fishing,M,NOT AVAILABLE,N,no injury,no injury
5603,1877.08.28.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.08.28.R-IndianOcean.pdf,1877,Reported 28-Aug-1877,NOT AVAILABLE,INDIAN OCEAN,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Invalid,not available,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5604,1877.04.07,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.04.07-Smart.pdf,1877,07-Apr-1877,NOT AVAILABLE,AUSTRALIA,Tasmania,Smelting Works Bay near Hobart,7-gill shark,Provoked,not available,M,NOT AVAILABLE,N,upper limbs,NOT AVAILABLE
5605,1877.04.04.,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.04.04-Mitchell.pdf,1877,04-Apr-1877,morning,AUSTRALIA,Victoria,Portarlington,NOT AVAILABLE,Unprovoked,bathing,M,NOT AVAILABLE,N,lower limbs,bite
5606,1877.03.16,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.03.16-Boyton.pdf,1877,16-Mar-1877,NOT AVAILABLE,ITALY,Strait of Messina,Off Calabria,NOT AVAILABLE,Unprovoked,wading,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
5607,1877.03.11,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.03.11-RewaRiver.pdf,1877,11-Mar-1877,NOT AVAILABLE,FIJI,Viti Levu Island,"Na Koro Vatu, Rewa River",NOT AVAILABLE,Unprovoked,not available,M,12-17,N,lower limbs,bite
5608,1877.02.17.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.02.17.R-Gentel.pdf,1877,Reported 17-Feb-1877,NOT AVAILABLE,AUSTRALIA,Victoria,Off Melbourne,NOT AVAILABLE,Unprovoked,fishing,M,NOT AVAILABLE,N,upper limbs,bite
5609,1877.01.28,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.01.28-Marks.pdf,1877,28-Jan-1877,NOT AVAILABLE,AUSTRALIA,Victoria,Emerald Hill,NOT AVAILABLE,Unprovoked,bathing,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5610,1877.01.24.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.01.24.R-BoardingSchoolBay.pdf,1877,Reported 24-Jan-1877,NOT AVAILABLE,AUSTRALIA,Victoria,Boarding School Bay,6' shark,Unprovoked,swimming,F,NOT AVAILABLE,N,lower limbs,NOT AVAILABLE
5611,1877.01.04,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.01.04-Toosegeir.pdf,1877,04-Jan-1877,NOT AVAILABLE,SOUTH AFRICA,KwaZulu-Natal,Durban,NOT AVAILABLE,Invalid,floating,M,NOT AVAILABLE,Y,abdomen,bite
5612,1877.00.00,http://sharkattackfile.net/spreadsheets/pdf_directory/1877.00.00-Calcutta.pdf,1877,Before 1878,NOT AVAILABLE,INDIA,Hoogly River,Near Calcutta,NOT AVAILABLE,Unprovoked,not available,NOT AVAILABLE,NOT AVAILABLE,N,lower limbs,bite
5613,1876.09.07.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1876.09.07.R-Greece.pdf,1876,Reported 07-Sep-1876,NOT AVAILABLE,GREECE,Cyclades archipelago,Between the islands of Tenos and Andros,NOT AVAILABLE,Unprovoked,diving for fish/pearls,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5614,1876.06.04.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1876.06.04.R-Boardman.pdf,1876,Reported 04-Jun-1876,NOT AVAILABLE,USA,Georgia,Cumberland Island,NOT AVAILABLE,Unprovoked,bathing,M,NOT AVAILABLE,N,lower limbs,bite
5615,1876.05.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1876.05.14-Brown.pdf,1876,14-May-1876,NOT AVAILABLE,AUSTRALIA,New South Wales,Sydney Harbour,NOT AVAILABLE,Unprovoked,swimming,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5616,1876.02.06,http://sharkattackfile.net/spreadsheets/pdf_directory/1876.02.06-Rooney.pdf,1876,06-Feb-1876,NOT AVAILABLE,AUSTRALIA,Victoria,Albert Park in Port Phillip Bay,NOT AVAILABLE,Unprovoked,bathing,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5617,1876.00.00.d,http://sharkattackfile.net/spreadsheets/pdf_directory/1876.00.00.d-Lebanon.pdf,1876,1876,NOT AVAILABLE,LEBANON,Mount Lebanon,Batroun,NOT AVAILABLE,Unprovoked,sponge diving,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
5618,1876.00.00.c,http://sharkattackfile.net/spreadsheets/pdf_directory/1876.00.00.c-MEDSAF.pdf,1876,1876,NOT AVAILABLE,ENGLAND,"Between Hastings & Fairlight, Sussex",NOT AVAILABLE,Blue or porbeagle shark,Unprovoked,not available,M,NOT AVAILABLE,N,lower limbs,NOT AVAILABLE
